Text,Tokenized,Cleaned_Tokens,Cleaned_Text,Sentiment
absolutely love tshirt lol brilliant xxx,"['absolutely', 'love', 'tshirt', 'lol', 'brilliant', 'xxx']","['absolutely', 'lover', 'lol', 'xxx']",absolutely lover lol xxx,2
keep praying,"['keep', 'praying']","['keep', 'praying']",keep praying,1
beautiful inside many blessings dylan,"['beautiful', 'inside', 'many', 'blessings', 'dylan']","['beautiful', 'insid', 'many', 'blessing', 'dylan']",beautiful insid many blessing dylan,2
much love beautiful strong woman,"['much', 'love', 'beautiful', 'strong', 'woman']","['much', 'lover', 'beautiful', 'strong', 'woman']",much lover beautiful strong woman,2
best example quiet strength half way marathon 8 go stay tough stay sweet stay praying love thanks sharing sweet spirit love gramps adorable,"['best', 'example', 'quiet', 'strength', 'half', 'way', 'marathon', 'go', 'stay', 'tough', 'stay', 'sweet', 'stay', 'praying', 'love', 'thanks', 'sharing', 'sweet', 'spirit', 'love', 'gramps', 'adorable']","['best', 'example', 'strength', 'half', 'way', 'stay', 'tough', 'stay', 'sweet', 'stay', 'praying', 'lover', 'thank', 'sharing', 'sweet', 'spirit', 'lover']",best example strength half way stay tough stay sweet stay praying lover thank sharing sweet spirit lover,2
watch without tears god bless beautiful,"['watch', 'without', 'tears', 'god', 'bless', 'beautiful']","['watch', 'without', 'tear', 'god', 'bles', 'beautiful']",watch without tear god bles beautiful,3
keeping prayers delia younger brother went chemotherapy 6 years old treatment leukaemia survivor strong,"['keeping', 'prayers', 'delia', 'younger', 'brother', 'went', 'chemotherapy', 'years', 'old', 'treatment', 'leukaemia', 'survivor', 'strong']","['keeping', 'prayers', 'delier', 'brother', 'went', 'chemotherapy', 'year', 'old', 'treatment', 'survivor', 'strong']",keeping prayers delier brother went chemotherapy year old treatment survivor strong,2
god speed sweet heart,"['god', 'speed', 'sweet', 'heart']","['god', 'sweet', 'heart']",god sweet heart,2
lots love hugs indian,"['lots', 'love', 'hugs', 'indian']","['lot', 'lover', 'hug']",lot lover hug,1
delia beautiful soul prayers loved amazing showing treatment brave delia xxx love dylan xx,"['delia', 'beautiful', 'soul', 'prayers', 'loved', 'amazing', 'showing', 'treatment', 'brave', 'delia', 'xxx', 'love', 'dylan', 'xx']","['delier', 'beautiful', 'soul', 'prayer', 'loved', 'amazing', 'showing', 'treatment', 'brave', 'delia', 'xxx', 'lover', 'dylan']",delier beautiful soul prayer loved amazing showing treatment brave delia xxx lover dylan,3
delia truly sweetest woman brave strong warrior beat dylan beautiful strong husband shows love tenderness beautiful wife sending love prayers australia,"['delia', 'truly', 'sweetest', 'woman', 'brave', 'strong', 'warrior', 'beat', 'dylan', 'beautiful', 'strong', 'husband', 'shows', 'love', 'tenderness', 'beautiful', 'wife', 'sending', 'love', 'prayers', 'australia']","['delier', 'truly', 'sweetest', 'woman', 'brave', 'strong', 'warrior', 'beat', 'dylan', 'beautiful', 'strong', 'husband', 'show', 'lover', 'beautiful', 'wife', 'sending', 'lover', 'prayer', 'australier']",delier truly sweetest woman brave strong warrior beat dylan beautiful strong husband show lover beautiful wife sending lover prayer australier,2
9 months last treatment friend told hair grown back better hair loss tired time isolation due covid added burden end much battle worth fighting brave beautiful every way time someone shows world go mine pic line 2 hour infusions every two weeks hour home think important let patients know bad gets post chemo life wonderful come different view important wish well love happiness brave,"['months', 'last', 'treatment', 'friend', 'told', 'hair', 'grown', 'back', 'better', 'hair', 'loss', 'tired', 'time', 'isolation', 'due', 'covid', 'added', 'burden', 'end', 'much', 'battle', 'worth', 'fighting', 'brave', 'beautiful', 'every', 'way', 'time', 'someone', 'shows', 'world', 'go', 'mine', 'pic', 'line', 'hour', 'infusions', 'every', 'two', 'weeks', 'hour', 'home', 'think', 'important', 'let', 'patients', 'know', 'bad', 'gets', 'post', 'chemo', 'life', 'wonderful', 'come', 'different', 'view', 'important', 'wish', 'well', 'love', 'happiness', 'brave']","['month', 'last', 'treatment', 'friend', 'told', 'hair', 'back', 'better', 'hair', 'loss', 'tired', 'tim', 'devoir', 'covid', 'end', 'much', 'battle', 'worth', 'fighting', 'brave', 'beautiful', 'every', 'way', 'tim', 'someone', 'show', 'world', 'line', 'hour', 'infusion', 'every', 'two', 'weeks', 'hour', 'home', 'think', 'important', 'let', 'patient', 'know', 'bad', 'get', 'post', 'chemo', 'life', 'wonderful', 'come', 'differer', 'important', 'wish', 'well', 'lover', 'happines', 'brave']",month last treatment friend told hair back better hair loss tired tim devoir covid end much battle worth fighting brave beautiful every way tim someone show world line hour infusion every two weeks hour home think important let patient know bad get post chemo life wonderful come differer important wish well lover happines brave,2
god bless,"['god', 'bless']","['god', 'bles']",god bles,1
lots prayers love panama panama city xoxo,"['lots', 'prayers', 'love', 'panama', 'panama', 'city', 'xoxo']","['lot', 'prayer', 'lover', 'xoxo']",lot prayer lover xoxo,1
stay strong delia fight win chemo well stage 2 breast cancer 3rd chemo last week 3 go red devil chemo well bali strong good stuff pain body gone got doxorubicin know works loves hugs indonesia stay strong beautiful girl,"['stay', 'strong', 'delia', 'fight', 'win', 'chemo', 'well', 'stage', 'breast', 'cancer', '3rd', 'chemo', 'last', 'week', 'go', 'red', 'devil', 'chemo', 'well', 'bali', 'strong', 'good', 'stuff', 'pain', 'body', 'gone', 'got', 'doxorubicin', 'know', 'works', 'loves', 'hugs', 'indonesia', 'stay', 'strong', 'beautiful', 'girl']","['stay', 'strong', 'delier', 'fight', 'win', 'chemo', 'well', 'stage', 'breast', 'cancer', 'chemo', 'last', 'week', 'red', 'devil', 'chemo', 'well', 'strong', 'good', 'stuff', 'pain', 'body', 'gone', 'got', 'doxorubicin', 'know', 'work', 'love', 'hug', 'stay', 'strong', 'beautiful', 'girl']",stay strong delier fight win chemo well stage breast cancer chemo last week red devil chemo well strong good stuff pain body gone got doxorubicin know work love hug stay strong beautiful girl,2
delia truly brave wondering jewelry,"['delia', 'truly', 'brave', 'wondering', 'jewelry']","['delier', 'truly', 'brave', 'wondering']",delier truly brave wondering,3
love praying,"['love', 'praying']","['lover', 'praying']",lover praying,1
love prayers sweetheart time come,"['love', 'prayers', 'sweetheart', 'time', 'come']","['lover', 'prayer', 'sweetheart', 'tim', 'come']",lover prayer sweetheart tim come,1
admire strength smile got pediatric oncology nurse couple things found helpful flushing saline makes nauseous try getting peppermint ginger stick smell offer patients stand throw flush port works wonders also another product helped kiddos healios mouthwash one patients bad mouth sores chemo could barely swallow water taking supplement next cycle able eat drink fine wishing best luck,"['admire', 'strength', 'smile', 'got', 'pediatric', 'oncology', 'nurse', 'couple', 'things', 'found', 'helpful', 'flushing', 'saline', 'makes', 'nauseous', 'try', 'getting', 'peppermint', 'ginger', 'stick', 'smell', 'offer', 'patients', 'stand', 'throw', 'flush', 'port', 'works', 'wonders', 'also', 'another', 'product', 'helped', 'kiddos', 'healios', 'mouthwash', 'one', 'patients', 'bad', 'mouth', 'sores', 'chemo', 'could', 'barely', 'swallow', 'water', 'taking', 'supplement', 'next', 'cycle', 'able', 'eat', 'drink', 'fine', 'wishing', 'best', 'luck']","['admire', 'strength', 'smile', 'got', 'oncology', 'nurs', 'couple', 'thing', 'found', 'helpful', 'flushing', 'salin', 'make', 'try', 'getting', 'smell', 'patient', 'stand', 'flush', 'port', 'work', 'wonder', 'also', 'another', 'helped', 'mouthwash', 'one', 'patient', 'bad', 'mouth', 'sore', 'chemo', 'could', 'water', 'taking', 'next', 'abl', 'eat', 'drink', 'wishing', 'best', 'luck']",admire strength smile got oncology nurs couple thing found helpful flushing salin make try getting smell patient stand flush port work wonder also another helped mouthwash one patient bad mouth sore chemo could water taking next abl eat drink wishing best luck,2
read bible gospel john 10 10 11,"['read', 'bible', 'gospel', 'john', '10', '10', '11']",['read'],read,1
delia watched journey cannot wait sending strength australia,"['delia', 'watched', 'journey', 'cannot', 'wait', 'sending', 'strength', 'australia']","['delier', 'watched', 'journey', 'cannot', 'wer', 'sending', 'strength', 'australier']",delier watched journey cannot wer sending strength australier,1
breast cancer 3 yrs ago red devil chemo renamed blood jesus told nurse devil could enter body loved used miracle mouth wash helped throat praying jesus precious blood name shall healed stripes healed fight fight jesus winner,"['breast', 'cancer', 'yrs', 'ago', 'red', 'devil', 'chemo', 'renamed', 'blood', 'jesus', 'told', 'nurse', 'devil', 'could', 'enter', 'body', 'loved', 'used', 'miracle', 'mouth', 'wash', 'helped', 'throat', 'praying', 'jesus', 'precious', 'blood', 'name', 'shall', 'healed', 'stripes', 'healed', 'fight', 'fight', 'jesus', 'winner']","['breast', 'cancer', 'ago', 'red', 'devil', 'chemo', 'blood', 'jesu', 'told', 'nurs', 'devil', 'could', 'body', 'loved', 'used', 'miracle', 'mouth', 'helped', 'praying', 'jesu', 'blood', 'name', 'healed', 'healed', 'fight', 'fight', 'jesu', 'winner']",breast cancer ago red devil chemo blood jesu told nurs devil could body loved used miracle mouth helped praying jesu blood name healed healed fight fight jesu winner,2
make bucket list need something look forward,"['make', 'bucket', 'list', 'need', 'something', 'look', 'forward']","['make', 'need', 'something', 'look', 'forward']",make need something look forward,1
diagnosed cancer 2 months ago 4th cycle tomorrow another 10 next 6 months im struggling put pushing every day know imma beat,"['diagnosed', 'cancer', 'months', 'ago', '4th', 'cycle', 'tomorrow', 'another', '10', 'next', 'months', 'im', 'struggling', 'put', 'pushing', 'every', 'day', 'know', 'imma', 'beat']","['diagnosed', 'cancer', 'month', 'ago', 'tomorrow', 'another', 'next', 'month', 'pouvoir', 'every', 'day', 'know', 'beat']",diagnosed cancer month ago tomorrow another next month pouvoir every day know beat,1
delia make smile praying blessings come way us love dylan great hubby sweet beautiful wifey tickle,"['delia', 'make', 'smile', 'praying', 'blessings', 'come', 'way', 'us', 'love', 'dylan', 'great', 'hubby', 'sweet', 'beautiful', 'wifey', 'tickle']","['delier', 'make', 'smile', 'praying', 'blessing', 'com', 'way', 'lover', 'dylan', 'great', 'hubby', 'sweet', 'beautiful']",delier make smile praying blessing com way lover dylan great hubby sweet beautiful,2
praying delia got,"['praying', 'delia', 'got']","['praying', 'delia', 'got']",praying delia got,1
amazing inspirational women sweetheart god watching,"['amazing', 'inspirational', 'women', 'sweetheart', 'god', 'watching']","['amazing', 'inspirational', 'women', 'sweetheart', 'god', 'watching']",amazing inspirational women sweetheart god watching,2
bravest sweetest soul seen long time xox,"['bravest', 'sweetest', 'soul', 'seen', 'long', 'time', 'xox']","['sweetest', 'saoûl', 'seen', 'long', 'time']",sweetest saoûl seen long time,1
god bless,"['god', 'bless']","['god', 'bles']",god bles,1
wow found interesting thank delia well looks fab interesting use pods like daughter type1 forms meds take care lovely ur great got xxxx,"['wow', 'found', 'interesting', 'thank', 'delia', 'well', 'looks', 'fab', 'interesting', 'use', 'pods', 'like', 'daughter', 'type1', 'forms', 'meds', 'take', 'care', 'lovely', 'ur', 'great', 'got', 'xxxx']","['wow', 'found', 'thank', 'delier', 'well', 'look', 'like', 'daughter', 'meds', 'take', 'care', 'lovely', 'great', 'got']",wow found thank delier well look like daughter meds take care lovely great got,2
love amazona kisses,"['love', 'amazona', 'kisses']",['lover'],lover,1
sending healing comfort love nj,"['sending', 'healing', 'comfort', 'love', 'nj']","['sending', 'healing', 'comfort', 'lover']",sending healing comfort lover,1
ray sunshine delia strong treatments alone glad husband got yay half way took treatments alone also gave medicine put sleep radiation took lot lie finished 2010 grace god cancer free side effects radiation lasts forever told friend sending lots prayers,"['ray', 'sunshine', 'delia', 'strong', 'treatments', 'alone', 'glad', 'husband', 'got', 'yay', 'half', 'way', 'took', 'treatments', 'alone', 'also', 'gave', 'medicine', 'put', 'sleep', 'radiation', 'took', 'lot', 'lie', 'finished', '2010', 'grace', 'god', 'cancer', 'free', 'side', 'effects', 'radiation', 'lasts', 'forever', 'told', 'friend', 'sending', 'lots', 'prayers']","['delia', 'strong', 'treatment', 'alon', 'glad', 'husband', 'got', 'half', 'way', 'took', 'treatment', 'alon', 'also', 'gav', 'medicin', 'pouvoir', 'sleep', 'radiation', 'took', 'lot', 'finished', 'grace', 'god', 'cancer', 'free', 'sid', 'effects', 'radiation', 'forever', 'told', 'friend', 'sending', 'lot', 'prayer']",delia strong treatment alon glad husband got half way took treatment alon also gav medicin pouvoir sleep radiation took lot finished grace god cancer free sid effects radiation forever told friend sending lot prayer,2
wondering day great see new video journey get updates instagram twitter rely specifically youtube videos check delia,"['wondering', 'day', 'great', 'see', 'new', 'video', 'journey', 'get', 'updates', 'instagram', 'twitter', 'rely', 'specifically', 'youtube', 'videos', 'check', 'delia']","['wondering', 'day', 'great', 'see', 'new', 'video', 'journey', 'get', 'youtub', 'video', 'check', 'delia']",wondering day great see new video journey get youtub video check delia,2
brave beautifully driven share journey sending love hugs,"['brave', 'beautifully', 'driven', 'share', 'journey', 'sending', 'love', 'hugs']","['brave', 'share', 'journey', 'sending', 'lover', 'hug']",brave share journey sending lover hug,3
strong brave know could cope amazing,"['strong', 'brave', 'know', 'could', 'cope', 'amazing']","['strong', 'brave', 'know', 'could', 'amazing']",strong brave know could amazing,2
strong warriorsister finished 16th treatment 2 days ago happy restrictions like waiting get surgery 4 6 weeks need stay strong fight,"['strong', 'warriorsister', 'finished', '16th', 'treatment', 'days', 'ago', 'happy', 'restrictions', 'like', 'waiting', 'get', 'surgery', 'weeks', 'need', 'stay', 'strong', 'fight']","['strong', 'finished', 'treatment', 'day', 'ago', 'happy', 'lik', 'waiting', 'get', 'surgery', 'weeks', 'need', 'stay', 'strong', 'fight']",strong finished treatment day ago happy lik waiting get surgery weeks need stay strong fight,2
want elementary absolutely gorgeous natural makeup beautiful,"['want', 'elementary', 'absolutely', 'gorgeous', 'natural', 'makeup', 'beautiful']","['want', 'absolutely', 'gorgeou', 'natural', 'beautiful']",want absolutely gorgeou natural beautiful,2
strong beautiful keep going strong,"['strong', 'beautiful', 'keep', 'going', 'strong']","['strong', 'beautiful', 'keep', 'going', 'strong']",strong beautiful keep going strong,2
brave delia godbless,"['brave', 'delia', 'godbless']","['brave', 'delia']",brave delia,3
loving much,"['loving', 'much']","['loving', 'much']",loving much,2
saline taste reminds scotch tape,"['saline', 'taste', 'reminds', 'scotch', 'tape']","['salin', 'tast', 'remind']",salin tast remind,1
courage belle personne,"['courage', 'belle', 'personne']",['courage'],courage,1
way sick go threw glad dylan keep company game plan shrink tumor get mastectomy need,"['way', 'sick', 'go', 'threw', 'glad', 'dylan', 'keep', 'company', 'game', 'plan', 'shrink', 'tumor', 'get', 'mastectomy', 'need']","['way', 'sick', 'glad', 'dylan', 'keep', 'plan', 'tumor', 'get', 'mastectomy', 'need']",way sick glad dylan keep plan tumor get mastectomy need,0
prayers,['prayers'],['prayer'],prayer,1
delia strong sweet hate seeing go confused chemo first maybe surgery always thought surgery first get tumor chemo either way strong courageous praying family,"['delia', 'strong', 'sweet', 'hate', 'seeing', 'go', 'confused', 'chemo', 'first', 'maybe', 'surgery', 'always', 'thought', 'surgery', 'first', 'get', 'tumor', 'chemo', 'either', 'way', 'strong', 'courageous', 'praying', 'family']","['delier', 'strong', 'sweet', 'hat', 'seeing', 'chemo', 'first', 'mayb', 'surgery', 'alway', 'thought', 'surgery', 'first', 'get', 'tumor', 'chemo', 'way', 'strong', 'courageou', 'praying', 'family']",delier strong sweet hat seeing chemo first mayb surgery alway thought surgery first get tumor chemo way strong courageou praying family,2
u naturally beautiful god bless sending love houston,"['naturally', 'beautiful', 'god', 'bless', 'sending', 'love', 'houston']","['naturally', 'beautiful', 'god', 'bles', 'sending', 'lover']",naturally beautiful god bles sending lover,3
sil kicked cancer curb xx stay positive,"['sil', 'kicked', 'cancer', 'curb', 'xx', 'stay', 'positive']","['cancer', 'stay', 'positif']",cancer stay positif,1
courage everything going fine mom finished 3 months chemotherapy starts rays bad time pass soon see behind god bless,"['courage', 'everything', 'going', 'fine', 'mom', 'finished', 'months', 'chemotherapy', 'starts', 'rays', 'bad', 'time', 'pass', 'soon', 'see', 'behind', 'god', 'bless']","['courage', 'everything', 'going', 'fine', 'mom', 'finished', 'month', 'chemotherapy', 'start', 'bad', 'tim', 'soon', 'see', 'behind', 'god', 'bles']",courage everything going fine mom finished month chemotherapy start bad tim soon see behind god bles,0
incredibly moved inspired testimony us beautiful marriage testimony well yes delia love lightest tickle anywhere best many blessings sweet beautiful girl also sweet dylan well,"['incredibly', 'moved', 'inspired', 'testimony', 'us', 'beautiful', 'marriage', 'testimony', 'well', 'yes', 'delia', 'love', 'lightest', 'tickle', 'anywhere', 'best', 'many', 'blessings', 'sweet', 'beautiful', 'girl', 'also', 'sweet', 'dylan', 'well']","['testimony', 'beautiful', 'testimony', 'well', 'delier', 'lover', 'best', 'many', 'blessing', 'sweet', 'beautiful', 'girl', 'also', 'sweet', 'dylan', 'well']",testimony beautiful testimony well delier lover best many blessing sweet beautiful girl also sweet dylan well,2
look awesome love still eating healthy taking care chemo say rhyme reason people get cancer others appreciate chemo many really healthy people think good food need get thru cancer incorrect good nutrition part chemo also important also keep fighting,"['look', 'awesome', 'love', 'still', 'eating', 'healthy', 'taking', 'care', 'chemo', 'say', 'rhyme', 'reason', 'people', 'get', 'cancer', 'others', 'appreciate', 'chemo', 'many', 'really', 'healthy', 'people', 'think', 'good', 'food', 'need', 'get', 'thru', 'cancer', 'incorrect', 'good', 'nutrition', 'part', 'chemo', 'also', 'important', 'also', 'keep', 'fighting']","['look', 'awesom', 'lover', 'still', 'eating', 'healthy', 'taking', 'care', 'chemo', 'say', 'reason', 'peopl', 'get', 'cancer', 'other', 'appreciat', 'chemo', 'many', 'really', 'healthy', 'peopl', 'think', 'good', 'food', 'need', 'get', 'thru', 'cancer', 'good', 'part', 'chemo', 'also', 'important', 'also', 'keep', 'fighting']",look awesom lover still eating healthy taking care chemo say reason peopl get cancer other appreciat chemo many really healthy peopl think good food need get thru cancer good part chemo also important also keep fighting,2
said prayer got girl stay strong positive big hugs california,"['said', 'prayer', 'got', 'girl', 'stay', 'strong', 'positive', 'big', 'hugs', 'california']","['said', 'prayer', 'got', 'girl', 'stay', 'strong', 'positif', 'big', 'hug']",said prayer got girl stay strong positif big hug,2
u really strong beautiful voice sweet dylan nice always supporting take rest happy many blessings prayers,"['really', 'strong', 'beautiful', 'voice', 'sweet', 'dylan', 'nice', 'always', 'supporting', 'take', 'rest', 'happy', 'many', 'blessings', 'prayers']","['really', 'strong', 'beautiful', 'sweet', 'dylan', 'alway', 'supporting', 'tak', 'rest', 'happy', 'many', 'blessing', 'prayer']",really strong beautiful sweet dylan alway supporting tak rest happy many blessing prayer,2
delia amazing praying happy dylan infusions got girl hugs,"['delia', 'amazing', 'praying', 'happy', 'dylan', 'infusions', 'got', 'girl', 'hugs']","['delier', 'amazing', 'praying', 'happy', 'dylan', 'infusion', 'got', 'girl', 'hug']",delier amazing praying happy dylan infusion got girl hug,3
strong unbelievable positive stay time keep praying smile thought ticklish bro dylan,"['strong', 'unbelievable', 'positive', 'stay', 'time', 'keep', 'praying', 'smile', 'thought', 'ticklish', 'bro', 'dylan']","['strong', 'positif', 'stay', 'tim', 'keep', 'praying', 'thought', 'dylan']",strong positif stay tim keep praying thought dylan,2
god give inspirational couple united strength grace need keep going keep trusting get let us witness goodness mercy life jesus name,"['god', 'give', 'inspirational', 'couple', 'united', 'strength', 'grace', 'need', 'keep', 'going', 'keep', 'trusting', 'get', 'let', 'us', 'witness', 'goodness', 'mercy', 'life', 'jesus', 'name']","['god', 'giv', 'inspirational', 'couple', 'strength', 'grace', 'need', 'keep', 'going', 'keep', 'get', 'let', 'goodnes', 'life', 'jesu', 'name']",god giv inspirational couple strength grace need keep going keep get let goodnes life jesu name,2
truly amazing young women facing grace positivity true inspiration world loved visit grandpa family prayers love,"['truly', 'amazing', 'young', 'women', 'facing', 'grace', 'positivity', 'true', 'inspiration', 'world', 'loved', 'visit', 'grandpa', 'family', 'prayers', 'love']","['truly', 'amazing', 'young', 'women', 'grac', 'positivity', 'true', 'inspiration', 'world', 'loved', 'visit', 'family', 'prayer', 'lover']",truly amazing young women grac positivity true inspiration world loved visit family prayer lover,2
amazing strong cancer one month hard see family important let journey begin sending blessings family,"['amazing', 'strong', 'cancer', 'one', 'month', 'hard', 'see', 'family', 'important', 'let', 'journey', 'begin', 'sending', 'blessings', 'family']","['amazing', 'strong', 'cancer', 'one', 'month', 'hard', 'see', 'family', 'important', 'let', 'journey', 'sending', 'blessing', 'family']",amazing strong cancer one month hard see family important let journey sending blessing family,2
proud sending love healing,"['proud', 'sending', 'love', 'healing']","['proud', 'sending', 'lover', 'healing']",proud sending lover healing,3
god make win faith,"['god', 'make', 'win', 'faith']","['god', 'make', 'win', 'faith']",god make win faith,3
guys precious together god bless keep,"['guys', 'precious', 'together', 'god', 'bless', 'keep']","['guy', 'precious', 'together', 'god', 'bless', 'keep']",guy precious together god bless keep,2
strong miss delia pray believe survive gods name,"['strong', 'miss', 'delia', 'pray', 'believe', 'survive', 'gods', 'name']","['strong', 'miss', 'delier', 'pray', 'believ', 'gods', 'name']",strong miss delier pray believ gods name,2
praying healing beautiful delia,"['praying', 'healing', 'beautiful', 'delia']","['praying', 'healing', 'beautiful', 'delia']",praying healing beautiful delia,3
god bless one strong woman praying,"['god', 'bless', 'one', 'strong', 'woman', 'praying']","['god', 'bles', 'one', 'strong', 'woman', 'praying']",god bles one strong woman praying,2
delia amazing beautiful person god great plans help cry watching strong women great attitude outlook continuing keep prayers wait celebrate cancer free moment said done,"['delia', 'amazing', 'beautiful', 'person', 'god', 'great', 'plans', 'help', 'cry', 'watching', 'strong', 'women', 'great', 'attitude', 'outlook', 'continuing', 'keep', 'prayers', 'wait', 'celebrate', 'cancer', 'free', 'moment', 'said', 'done']","['delier', 'amazing', 'beautiful', 'person', 'god', 'great', 'plan', 'help', 'cry', 'watching', 'strong', 'women', 'great', 'attitud', 'continuing', 'keep', 'prayers', 'wer', 'cancer', 'free', 'moment', 'said', 'done']",delier amazing beautiful person god great plan help cry watching strong women great attitud continuing keep prayers wer cancer free moment said done,2
prayers sent,"['prayers', 'sent']","['prayer', 'sentir']",prayer sentir,1
get tickled sleep every night sorry going,"['get', 'tickled', 'sleep', 'every', 'night', 'sorry', 'going']","['get', 'sleep', 'every', 'night', 'sorry', 'going']",get sleep every night sorry going,0
inspiration women everywhere keep fighting got,"['inspiration', 'women', 'everywhere', 'keep', 'fighting', 'got']","['inspiration', 'women', 'keep', 'fighting', 'got']",inspiration women keep fighting got,1
positive situations well hope delia get well soon,"['positive', 'situations', 'well', 'hope', 'delia', 'get', 'well', 'soon']","['positif', 'situation', 'well', 'hope', 'delia', 'get', 'well', 'soon']",positif situation well hope delia get well soon,1
sending light,"['sending', 'light']","['sending', 'light']",sending light,2
delia want send big hug strong brave god hands husband adores good source strength im praying healing sweet girl praying strength god dylan sending bunches love,"['delia', 'want', 'send', 'big', 'hug', 'strong', 'brave', 'god', 'hands', 'husband', 'adores', 'good', 'source', 'strength', 'im', 'praying', 'healing', 'sweet', 'girl', 'praying', 'strength', 'god', 'dylan', 'sending', 'bunches', 'love']","['delier', 'want', 'send', 'big', 'hug', 'strong', 'brave', 'god', 'hand', 'husband', 'good', 'strength', 'praying', 'healing', 'sweet', 'girl', 'praying', 'strength', 'god', 'dylan', 'sending', 'lover']",delier want send big hug strong brave god hand husband good strength praying healing sweet girl praying strength god dylan sending lover,2
warrior delia keep fighting praying,"['warrior', 'delia', 'keep', 'fighting', 'praying']","['warrior', 'delier', 'keep', 'fighting', 'praying']",warrior delier keep fighting praying,1
sorry go thru cancer hysterectomy year later came back radiation well praying end well,"['sorry', 'go', 'thru', 'cancer', 'hysterectomy', 'year', 'later', 'came', 'back', 'radiation', 'well', 'praying', 'end', 'well']","['sorry', 'thru', 'cancer', 'year', 'later', 'came', 'back', 'radiation', 'well', 'praying', 'end', 'well']",sorry thru cancer year later came back radiation well praying end well,0
husband endured six years numbing cream puts port 30 mins stick helps lot also takes claritin non brand real claritin helps body pain sounds weird works avoids pain pills much possible constipate cause gastric issues craves oranges aggravate mouth sores orange sherbet push ups make happy one day time us one moment time,"['husband', 'endured', 'six', 'years', 'numbing', 'cream', 'puts', 'port', '30', 'mins', 'stick', 'helps', 'lot', 'also', 'takes', 'claritin', 'non', 'brand', 'real', 'claritin', 'helps', 'body', 'pain', 'sounds', 'weird', 'works', 'avoids', 'pain', 'pills', 'much', 'possible', 'constipate', 'cause', 'gastric', 'issues', 'craves', 'oranges', 'aggravate', 'mouth', 'sores', 'orange', 'sherbet', 'push', 'ups', 'make', 'happy', 'one', 'day', 'time', 'us', 'one', 'moment', 'time']","['husband', 'six', 'year', 'cream', 'put', 'port', 'minute', 'help', 'lot', 'also', 'non', 'real', 'help', 'body', 'pain', 'weird', 'work', 'pain', 'much', 'possible', 'cause', 'issu', 'mouth', 'sore', 'make', 'happy', 'one', 'day', 'tim', 'one', 'moment', 'tim']",husband six year cream put port minute help lot also non real help body pain weird work pain much possible cause issu mouth sore make happy one day tim one moment tim,2
keeping prayers thoughts,"['keeping', 'prayers', 'thoughts']","['keeping', 'prayer', 'thought']",keeping prayer thought,1
mama breast cancer 43 young still remember call fell ground 15 years past survivor strong sorry ha go due first mammogram 37 terrified 2 small kids cancer sucks thank sharing journey strong women,"['mama', 'breast', 'cancer', '43', 'young', 'still', 'remember', 'call', 'fell', 'ground', '15', 'years', 'past', 'survivor', 'strong', 'sorry', 'ha', 'go', 'due', 'first', 'mammogram', '37', 'terrified', 'small', 'kids', 'cancer', 'sucks', 'thank', 'sharing', 'journey', 'strong', 'women']","['breast', 'cancer', 'young', 'still', 'remember', 'call', 'year', 'past', 'survivor', 'strong', 'sorry', 'devoir', 'first', 'small', 'kid', 'cancer', 'suck', 'thank', 'sharing', 'journey', 'strong', 'women']",breast cancer young still remember call year past survivor strong sorry devoir first small kid cancer suck thank sharing journey strong women,1
wish well stay strong,"['wish', 'well', 'stay', 'strong']","['wish', 'well', 'stay', 'strong']",wish well stay strong,2
say hello bali island indonesia delia keep fighting convince hod blessing,"['say', 'hello', 'bali', 'island', 'indonesia', 'delia', 'keep', 'fighting', 'convince', 'hod', 'blessing']","['say', 'hello', 'delia', 'keep', 'fighting', 'blessing']",say hello delia keep fighting blessing,1
delia beautiful woman inside see heart gold strong got hard things much love prayers hope meet one day live gilbert az hope meet one day,"['delia', 'beautiful', 'woman', 'inside', 'see', 'heart', 'gold', 'strong', 'got', 'hard', 'things', 'much', 'love', 'prayers', 'hope', 'meet', 'one', 'day', 'live', 'gilbert', 'az', 'hope', 'meet', 'one', 'day']","['delier', 'beautiful', 'woman', 'insid', 'see', 'heart', 'strong', 'got', 'hard', 'thing', 'much', 'lover', 'prayer', 'hope', 'meet', 'one', 'day', 'live', 'hop', 'meet', 'one', 'day']",delier beautiful woman insid see heart strong got hard thing much lover prayer hope meet one day live hop meet one day,2
praying journey amazing thank sharing us live life deserve xoxo,"['praying', 'journey', 'amazing', 'thank', 'sharing', 'us', 'live', 'life', 'deserve', 'xoxo']","['praying', 'journey', 'amazing', 'thank', 'sharing', 'live', 'life', 'deserve', 'xoxo']",praying journey amazing thank sharing live life deserve xoxo,2
strong love love,"['strong', 'love', 'love']","['strong', 'lover', 'lover']",strong lover lover,2
thoughts prayers delia gotta lil teared watching going thing last year stay strong keep mind strong fantastic,"['thoughts', 'prayers', 'delia', 'gotta', 'lil', 'teared', 'watching', 'going', 'thing', 'last', 'year', 'stay', 'strong', 'keep', 'mind', 'strong', 'fantastic']","['thoughts', 'prayer', 'delier', 'lil', 'watching', 'going', 'thing', 'last', 'year', 'stay', 'strong', 'keep', 'mind', 'strong']",thoughts prayer delier lil watching going thing last year stay strong keep mind strong,2
